Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
04-06-2020,Gallia,Ohio,US,4,1,0,0
04-06-2020,Galveston,Texas,US,256,1,0,0
04-06-2020,Garfield,Colorado,US,47,1,0,0
04-06-2020,Garfield,Oklahoma,US,5,0,0,0
04-06-2020,Garfield,Utah,US,1,0,0,0
04-06-2020,Garland,Arkansas,US,41,0,0,0
04-06-2020,Garrett,Maryland,US,3,0,0,0
04-06-2020,Garvin,Oklahoma,US,10,0,0,0
04-06-2020,Gasconade,Missouri,US,2,0,0,0
04-06-2020,Gaston,North Carolina,US,58,1,0,0
04-06-2020,Gates,North Carolina,US,1,0,0,0
04-06-2020,Geary,Kansas,US,2,0,0,0
04-06-2020,Geauga,Ohio,US,40,0,0,0
04-06-2020,Gem,Idaho,US,7,0,0,0
04-06-2020,Genesee,Michigan,US,568,26,0,0
04-06-2020,Genesee,New York,US,23,1,0,0
04-06-2020,Gentry,Missouri,US,1,0,0,0
04-06-2020,George,Mississippi,US,5,0,0,0
04-06-2020,Georgetown,South Carolina,US,21,1,0,0
04-06-2020,Gibson,Indiana,US,4,0,0,0
04-06-2020,Gibson,Tennessee,US,12,0,0,0
04-06-2020,Gila,Arizona,US,3,0,0,0
04-06-2020,Giles,Tennessee,US,3,0,0,0
04-06-2020,Giles,Virginia,US,1,0,0,0
04-06-2020,Gillespie,Texas,US,3,0,0,0
04-06-2020,Gilmer,Georgia,US,1,0,0,0
04-06-2020,Glacier,Montana,US,1,0,0,0
04-06-2020,Glades,Florida,US,4,1,0,0
04-06-2020,Gladwin,Michigan,US,4,0,0,0
04-06-2020,Glenn,California,US,2,0,0,0
04-06-2020,Gloucester,New Jersey,US,279,3,0,0
04-06-2020,Gloucester,Virginia,US,12,0,0,0
04-06-2020,Glynn,Georgia,US,29,0,0,0
04-06-2020,Gogebic,Michigan,US,3,1,0,0
04-06-2020,Goliad,Texas,US,3,0,0,0
04-06-2020,Gonzales,Texas,US,1,0,0,0
04-06-2020,Goochland,Virginia,US,17,0,0,0
04-06-2020,Goodhue,Minnesota,US,10,0,0,0
04-06-2020,Gooding,Idaho,US,1,0,0,0
04-06-2020,Gordon,Georgia,US,24,2,0,0
04-06-2020,Goshen,Wyoming,US,3,0,0,0
04-06-2020,Gosper,Nebraska,US,1,0,0,0
04-06-2020,Gove,Kansas,US,1,0,0,0
04-06-2020,Grady,Georgia,US,4,0,0,0
04-06-2020,Grady,Oklahoma,US,8,0,0,0
04-06-2020,Grafton,New Hampshire,US,41,0,0,0
04-06-2020,Graham,Arizona,US,2,0,0,0
04-06-2020,Grainger,Tennessee,US,3,0,0,0
04-06-2020,Grand,Colorado,US,4,0,0,0
04-06-2020,Grand,Utah,US,1,0,0,0
04-06-2020,Grand Forks,North Dakota,US,11,0,0,0
04-06-2020,Grand Traverse,Michigan,US,14,3,0,0
04-06-2020,Grant,Arkansas,US,3,0,0,0
04-06-2020,Grant,Indiana,US,20,2,0,0
04-06-2020,Grant,Kentucky,US,2,1,0,0
04-06-2020,Grant,Louisiana,US,10,0,0,0
04-06-2020,Grant,New Mexico,US,3,0,0,0
04-06-2020,Grant,North Dakota,US,1,0,0,0
04-06-2020,Grant,Oklahoma,US,1,0,0,0
04-06-2020,Grant,Oregon,US,1,0,0,0
04-06-2020,Grant,Washington,US,88,2,0,0
04-06-2020,Grant,Wisconsin,US,3,0,0,0
04-06-2020,Granville,North Carolina,US,76,0,0,0
04-06-2020,Gratiot,Michigan,US,5,0,0,0
04-06-2020,Graves,Kentucky,US,2,0,0,0
04-06-2020,Gray,Texas,US,9,0,0,0
04-06-2020,Grays Harbor,Washington,US,6,0,0,0
04-06-2020,Grayson,Kentucky,US,2,0,0,0
04-06-2020,Grayson,Texas,US,13,0,0,0
04-06-2020,Grayson,Virginia,US,0,0,0,0
04-06-2020,Green,Wisconsin,US,9,0,0,0
04-06-2020,Greenbrier,West Virginia,US,3,0,0,0
04-06-2020,Greene,Alabama,US,8,0,0,0
04-06-2020,Greene,Arkansas,US,1,0,0,0
04-06-2020,Greene,Georgia,US,15,0,0,0
04-06-2020,Greene,Indiana,US,10,0,0,0
04-06-2020,Greene,Mississippi,US,1,0,0,0
04-06-2020,Greene,Missouri,US,69,7,0,0
04-06-2020,Greene,New York,US,24,0,0,0
04-06-2020,Greene,North Carolina,US,10,0,0,0
04-06-2020,Greene,Ohio,US,15,1,0,0
04-06-2020,Greene,Pennsylvania,US,12,0,0,0
04-06-2020,Greene,Tennessee,US,17,1,0,0
04-06-2020,Greene,Virginia,US,4,0,0,0
04-06-2020,Greenlee,Arizona,US,1,0,0,0
04-06-2020,Greensville,Virginia,US,4,0,0,0
04-06-2020,Greenup,Kentucky,US,1,0,0,0
04-06-2020,Greenville,South Carolina,US,204,2,0,0
04-06-2020,Greenwood,Kansas,US,1,0,0,0
04-06-2020,Greenwood,South Carolina,US,11,0,0,0
04-06-2020,Greer,Oklahoma,US,26,3,0,0
04-06-2020,Gregg,Texas,US,16,0,0,0
04-06-2020,Grenada,Mississippi,US,7,0,0,0
04-06-2020,Grimes,Texas,US,3,0,0,0
04-06-2020,Grundy,Illinois,US,9,0,0,0
04-06-2020,Grundy,Iowa,US,1,0,0,0
04-06-2020,Grundy,Tennessee,US,15,0,0,0
04-06-2020,Guadalupe,Texas,US,28,0,0,0
04-06-2020,Guernsey,Ohio,US,2,0,0,0
04-06-2020,Guilford,North Carolina,US,104,5,0,0
04-06-2020,Gulf,Florida,US,1,0,0,0
04-06-2020,Gunnison,Colorado,US,95,1,0,0
04-06-2020,Guthrie,Iowa,US,1,0,0,0
04-06-2020,Gwinnett,Georgia,US,443,10,0,0
04-06-2020,Habersham,Georgia,US,2,0,0,0
04-06-2020,Hale,Alabama,US,4,0,0,0
04-06-2020,Hale,Texas,US,7,0,0,0
04-06-2020,Halifax,North Carolina,US,10,0,0,0
04-06-2020,Halifax,Virginia,US,2,0,0,0
04-06-2020,Hall,Georgia,US,131,0,0,0
04-06-2020,Hall,Nebraska,US,55,1,0,0
04-06-2020,Hamblen,Tennessee,US,4,0,0,0
04-06-2020,Hamilton,Florida,US,1,0,0,0
04-06-2020,Hamilton,Indiana,US,335,5,0,0
04-06-2020,Hamilton,Iowa,US,1,0,0,0
04-06-2020,Hamilton,Nebraska,US,6,0,0,0
04-06-2020,Hamilton,New York,US,2,0,0,0
04-06-2020,Hamilton,Ohio,US,394,9,0,0
04-06-2020,Hamilton,Tennessee,US,83,9,0,0
04-06-2020,Hamlin,South Dakota,US,1,0,0,0
04-06-2020,Hampden,Massachusetts,US,889,38,0,0
04-06-2020,Hampshire,Massachusetts,US,147,3,0,0
04-06-2020,Hampton,South Carolina,US,3,0,0,0
04-06-2020,Hampton,Virginia,US,41,1,0,0
04-06-2020,Hancock,Indiana,US,72,2,0,0
04-06-2020,Hancock,Iowa,US,3,0,0,0
04-06-2020,Hancock,Kentucky,US,1,0,0,0
04-06-2020,Hancock,Maine,US,2,0,0,0
04-06-2020,Hancock,Mississippi,US,30,1,0,0
04-06-2020,Hancock,Ohio,US,14,0,0,0
04-06-2020,Hancock,Tennessee,US,0,0,0,0
04-06-2020,Hancock,West Virginia,US,6,0,0,0
04-06-2020,Hanover,Virginia,US,13,0,0,0
04-06-2020,Hansford,Texas,US,1,0,0,0
04-06-2020,Haralson,Georgia,US,10,0,0,0
04-06-2020,Hardee,Florida,US,2,0,0,0
04-06-2020,Hardeman,Tennessee,US,6,0,0,0
04-06-2020,Hardin,Iowa,US,1,0,0,0
04-06-2020,Hardin,Kentucky,US,9,0,0,0
04-06-2020,Hardin,Ohio,US,2,0,0,0
04-06-2020,Hardin,Tennessee,US,2,0,0,0
04-06-2020,Hardin,Texas,US,26,1,0,0
04-06-2020,Hardy,West Virginia,US,2,0,0,0
04-06-2020,Harford,Maryland,US,55,0,0,0
04-06-2020,Harnett,North Carolina,US,31,2,0,0
04-06-2020,Harris,Georgia,US,10,0,0,0
04-06-2020,Harris,Texas,US,1809,22,0,0
04-06-2020,Harrison,Indiana,US,33,1,0,0
04-06-2020,Harrison,Iowa,US,10,0,0,0
04-06-2020,Harrison,Kentucky,US,12,0,0,0
04-06-2020,Harrison,Mississippi,US,79,3,0,0
04-06-2020,Harrison,Missouri,US,3,0,0,0
04-06-2020,Harrison,Texas,US,8,1,0,0
04-06-2020,Harrison,West Virginia,US,25,1,0,0
04-06-2020,Harrisonburg,Virginia,US,27,0,0,0
04-06-2020,Hart,Georgia,US,3,0,0,0
04-06-2020,Hartford,Connecticut,US,882,31,0,0
04-06-2020,Harvey,Kansas,US,3,0,0,0
04-06-2020,Hawaii,Hawaii,US,23,0,0,0
04-06-2020,Hawkins,Tennessee,US,14,1,0,0
04-06-2020,Hays,Texas,US,59,0,0,0
04-06-2020,Haywood,North Carolina,US,3,0,0,0
04-06-2020,Haywood,Tennessee,US,5,0,0,0
04-06-2020,Heard,Georgia,US,2,1,0,0
04-06-2020,Hemphill,Texas,US,1,0,0,0
04-06-2020,Hempstead,Arkansas,US,1,0,0,0
04-06-2020,Henderson,Kentucky,US,6,0,0,0
04-06-2020,Henderson,North Carolina,US,51,2,0,0
04-06-2020,Henderson,Tennessee,US,1,0,0,0
04-06-2020,Henderson,Texas,US,2,0,0,0
04-06-2020,Hendricks,Indiana,US,196,4,0,0
04-06-2020,Hendry,Florida,US,9,0,0,0
04-06-2020,Hennepin,Minnesota,US,280,14,0,0
04-06-2020,Henrico,Virginia,US,207,2,0,0
04-06-2020,Henry,Alabama,US,4,0,0,0
04-06-2020,Henry,Georgia,US,178,3,0,0
04-06-2020,Henry,Illinois,US,10,0,0,0
04-06-2020,Henry,Indiana,US,13,0,0,0
04-06-2020,Henry,Iowa,US,9,1,0,0
04-06-2020,Henry,Kentucky,US,2,0,0,0
04-06-2020,Henry,Missouri,US,2,1,0,0
04-06-2020,Henry,Tennessee,US,5,0,0,0
04-06-2020,Henry,Virginia,US,3,0,0,0
04-06-2020,Herkimer,New York,US,25,3,0,0
04-06-2020,Hernando,Florida,US,48,0,0,0
04-06-2020,Hertford,North Carolina,US,4,1,0,0
04-06-2020,Hickman,Tennessee,US,2,0,0,0
04-06-2020,Hidalgo,Texas,US,99,0,0,0
04-06-2020,Highland,Ohio,US,6,0,0,0
04-06-2020,Highland,Virginia,US,0,0,0,0
04-06-2020,Highlands,Florida,US,35,2,0,0
04-06-2020,Hill,Montana,US,1,0,0,0
04-06-2020,Hill,Texas,US,5,0,0,0
04-06-2020,Hillsborough,Florida,US,571,5,0,0
04-06-2020,Hillsborough,New Hampshire,US,272,2,0,0
04-06-2020,Hillsdale,Michigan,US,46,3,0,0
04-06-2020,Hinds,Mississippi,US,158,0,0,0
04-06-2020,Hinsdale,Colorado,US,1,0,0,0
04-06-2020,Hockley,Texas,US,10,1,0,0
04-06-2020,Hoke,North Carolina,US,11,0,0,0
04-06-2020,Holmes,Florida,US,1,0,0,0
04-06-2020,Holmes,Mississippi,US,23,2,0,0
04-06-2020,Holmes,Ohio,US,2,0,0,0
04-06-2020,Honolulu,Hawaii,US,292,4,0,0
04-06-2020,Hood,Texas,US,9,1,0,0
04-06-2020,Hood River,Oregon,US,2,0,0,0
04-06-2020,Hopewell,Virginia,US,10,0,0,0
04-06-2020,Hopkins,Kentucky,US,34,4,0,0
04-06-2020,Hopkins,Texas,US,4,0,0,0
04-06-2020,Horry,South Carolina,US,76,6,0,0
04-06-2020,Hot Spring,Arkansas,US,7,0,0,0
04-06-2020,Houghton,Michigan,US,1,0,0,0
04-06-2020,Houston,Alabama,US,22,1,0,0
04-06-2020,Houston,Georgia,US,64,6,0,0
04-06-2020,Houston,Minnesota,US,1,0,0,0
04-06-2020,Houston,Tennessee,US,2,0,0,0
04-06-2020,Howard,Arkansas,US,5,0,0,0
04-06-2020,Howard,Indiana,US,32,2,0,0
04-06-2020,Howard,Iowa,US,1,0,0,0
04-06-2020,Howard,Maryland,US,214,3,0,0
04-06-2020,Howell,Missouri,US,1,0,0,0
04-06-2020,Hudson,New Jersey,US,4395,92,0,0
04-06-2020,Huerfano,Colorado,US,1,0,0,0
04-06-2020,Hughes,South Dakota,US,3,0,0,0
04-06-2020,Humboldt,California,US,44,0,0,0
04-06-2020,Humboldt,Nevada,US,11,0,0,0
04-06-2020,Humphreys,Mississippi,US,4,1,0,0
04-06-2020,Humphreys,Tennessee,US,3,0,0,0
04-06-2020,Hunt,Texas,US,1,0,0,0
04-06-2020,Hunterdon,New Jersey,US,211,2,0,0
04-06-2020,Huntingdon,Pennsylvania,US,4,0,0,0
04-06-2020,Huntington,Indiana,US,4,1,0,0
04-06-2020,Huron,Michigan,US,4,0,0,0
04-06-2020,Huron,Ohio,US,9,1,0,0
04-06-2020,Hutchinson,South Dakota,US,2,0,0,0
04-06-2020,Hutchinson,Texas,US,2,0,0,0
04-06-2020,Iberia,Louisiana,US,83,5,0,0
04-06-2020,Iberville,Louisiana,US,136,6,0,0
04-06-2020,Idaho,Idaho,US,2,0,0,0
04-06-2020,Imperial,California,US,65,3,0,0
04-06-2020,Independence,Arkansas,US,5,0,0,0
04-06-2020,Indian River,Florida,US,61,0,0,0
04-06-2020,Indiana,Pennsylvania,US,17,0,0,0
04-06-2020,Ingham,Michigan,US,178,1,0,0
04-06-2020,Inyo,California,US,11,0,0,0
04-06-2020,Ionia,Michigan,US,8,0,0,0
04-06-2020,Iosco,Michigan,US,3,1,0,0
04-06-2020,Iowa,Iowa,US,6,0,0,0
04-06-2020,Iowa,Wisconsin,US,3,0,0,0
04-06-2020,Iredell,North Carolina,US,52,0,0,0
04-06-2020,Iron,Utah,US,13,0,0,0
04-06-2020,Iron,Wisconsin,US,1,1,0,0
04-06-2020,Iroquois,Illinois,US,6,0,0,0
04-06-2020,Irwin,Georgia,US,6,0,0,0
04-06-2020,Isabella,Michigan,US,16,2,0,0
04-06-2020,Isanti,Minnesota,US,4,0,0,0
04-06-2020,Island,Washington,US,141,5,0,0
04-06-2020,Isle of Wight,Virginia,US,22,0,0,0
04-06-2020,Itasca,Minnesota,US,2,0,0,0
04-06-2020,Itawamba,Mississippi,US,4,0,0,0
04-06-2020,Jackson,Alabama,US,17,1,0,0
04-06-2020,Jackson,Florida,US,4,0,0,0
04-06-2020,Jackson,Georgia,US,17,0,0,0
04-06-2020,Jackson,Illinois,US,14,1,0,0
04-06-2020,Jackson,Indiana,US,37,0,0,0
04-06-2020,Jackson,Iowa,US,4,0,0,0
04-06-2020,Jackson,Kansas,US,1,0,0,0
04-06-2020,Jackson,Louisiana,US,4,0,0,0
04-06-2020,Jackson,Michigan,US,103,4,0,0
04-06-2020,Jackson,Minnesota,US,1,0,0,0
04-06-2020,Jackson,Mississippi,US,98,5,0,0
04-06-2020,Jackson,Missouri,US,155,4,0,0
04-06-2020,Jackson,North Carolina,US,2,0,0,0
04-06-2020,Jackson,Oklahoma,US,4,0,0,0
04-06-2020,Jackson,Oregon,US,33,0,0,0
04-06-2020,Jackson,Tennessee,US,3,0,0,0
04-06-2020,Jackson,Texas,US,3,0,0,0
04-06-2020,Jackson,West Virginia,US,16,1,0,0
04-06-2020,Jackson,Wisconsin,US,4,0,0,0
04-06-2020,James City,Virginia,US,118,2,0,0
04-06-2020,Jasper,Georgia,US,3,0,0,0
04-06-2020,Jasper,Illinois,US,4,0,0,0
04-06-2020,Jasper,Indiana,US,15,1,0,0
04-06-2020,Jasper,Iowa,US,8,0,0,0
04-06-2020,Jasper,Mississippi,US,3,0,0,0
04-06-2020,Jasper,Missouri,US,13,0,0,0
04-06-2020,Jasper,South Carolina,US,11,0,0,0
04-06-2020,Jasper,Texas,US,3,1,0,0
04-06-2020,Jay,Indiana,US,3,0,0,0
04-06-2020,Jeff Davis,Georgia,US,1,0,0,0
04-06-2020,Jefferson,Alabama,US,423,10,0,0
04-06-2020,Jefferson,Arkansas,US,62,0,0,0
04-06-2020,Jefferson,Colorado,US,540,18,0,0
04-06-2020,Jefferson,Florida,US,3,0,0,0
04-06-2020,Jefferson,Georgia,US,3,0,0,0
04-06-2020,Jefferson,Idaho,US,4,0,0,0
04-06-2020,Jefferson,Illinois,US,1,0,0,0
04-06-2020,Jefferson,Indiana,US,6,0,0,0
04-06-2020,Jefferson,Iowa,US,3,0,0,0
04-06-2020,Jefferson,Kansas,US,3,0,0,0
04-06-2020,Jefferson,Kentucky,US,304,17,0,0
04-06-2020,Jefferson,Louisiana,US,3530,121,0,0
04-06-2020,Jefferson,Mississippi,US,3,0,0,0
04-06-2020,Jefferson,Missouri,US,81,2,0,0
04-06-2020,Jefferson,Montana,US,2,0,0,0
04-06-2020,Jefferson,New York,US,33,0,0,0
04-06-2020,Jefferson,Ohio,US,15,0,0,0
04-06-2020,Jefferson,Oklahoma,US,1,0,0,0
04-06-2020,Jefferson,Tennessee,US,7,0,0,0
04-06-2020,Jefferson,Texas,US,59,2,0,0
04-06-2020,Jefferson,Washington,US,22,0,0,0
04-06-2020,Jefferson,West Virginia,US,22,0,0,0
04-06-2020,Jefferson,Wisconsin,US,14,0,0,0
04-06-2020,Jefferson Davis,Louisiana,US,21,1,0,0
04-06-2020,Jenkins,Georgia,US,4,0,0,0
04-06-2020,Jennings,Indiana,US,37,0,0,0
04-06-2020,Jerome,Idaho,US,13,0,0,0
04-06-2020,Jersey,Illinois,US,3,0,0,0
04-06-2020,Jessamine,Kentucky,US,16,0,0,0
04-06-2020,Jewell,Kansas,US,1,0,0,0
04-06-2020,Jim Wells,Texas,US,2,0,0,0
04-06-2020,Jo Daviess,Illinois,US,6,0,0,0
04-06-2020,Johnson,Arkansas,US,8,0,0,0
04-06-2020,Johnson,Georgia,US,3,0,0,0
04-06-2020,Johnson,Indiana,US,195,6,0,0
04-06-2020,Johnson,Iowa,US,118,1,0,0
04-06-2020,Johnson,Kansas,US,212,9,0,0
04-06-2020,Johnson,Kentucky,US,1,0,0,0
04-06-2020,Johnson,Missouri,US,32,0,0,0
04-06-2020,Johnson,Tennessee,US,2,0,0,0
04-06-2020,Johnson,Texas,US,21,1,0,0
04-06-2020,Johnson,Wyoming,US,8,0,0,0
04-06-2020,Johnston,North Carolina,US,37,3,0,0
04-06-2020,Jones,Georgia,US,7,0,0,0
04-06-2020,Jones,Iowa,US,6,0,0,0
04-06-2020,Jones,Mississippi,US,13,0,0,0
04-06-2020,Josephine,Oregon,US,13,0,0,0
04-06-2020,Juneau,Alaska,US,14,0,0,0
04-06-2020,Juneau,Wisconsin,US,5,0,0,0
04-06-2020,Juniata,Pennsylvania,US,11,0,0,0
04-06-2020,Kalamazoo,Michigan,US,58,3,0,0
04-06-2020,Kalkaska,Michigan,US,8,2,0,0
04-06-2020,Kanawha,West Virginia,US,56,0,0,0
04-06-2020,Kandiyohi,Minnesota,US,2,0,0,0
04-06-2020,Kane,Illinois,US,234,15,0,0
04-06-2020,Kane,Utah,US,2,0,0,0
04-06-2020,Kankakee,Illinois,US,85,4,0,0
04-06-2020,Kansas City,Missouri,US,212,0,0,0
04-06-2020,Karnes,Texas,US,2,0,0,0
04-06-2020,Kauai,Hawaii,US,17,0,0,0
04-06-2020,Kaufman,Texas,US,9,0,0,0
04-06-2020,Kay,Oklahoma,US,30,1,0,0
04-06-2020,Kearney,Nebraska,US,2,0,0,0
04-06-2020,Kemper,Mississippi,US,6,0,0,0
04-06-2020,Kenai Peninsula,Alaska,US,13,0,0,0
04-06-2020,Kendall,Illinois,US,55,2,0,0
04-06-2020,Kendall,Texas,US,9,0,0,0
04-06-2020,Kennebec,Maine,US,23,1,0,0
04-06-2020,Kenosha,Wisconsin,US,104,1,0,0
04-06-2020,Kent,Delaware,US,128,3,0,0
04-06-2020,Kent,Maryland,US,5,0,0,0
04-06-2020,Kent,Michigan,US,177,5,0,0
04-06-2020,Kent,Rhode Island,US,92,0,0,0
04-06-2020,Kenton,Kentucky,US,33,3,0,0
04-06-2020,Keokuk,Iowa,US,2,0,0,0
04-06-2020,Kern,California,US,239,2,0,0
04-06-2020,Kerr,Texas,US,2,0,0,0
04-06-2020,Kershaw,South Carolina,US,152,2,0,0
04-06-2020,Ketchikan Gateway,Alaska,US,14,0,0,0
04-06-2020,Kewaunee,Wisconsin,US,1,0,0,0
04-06-2020,Kimball,Nebraska,US,9,0,0,0
04-06-2020,King,Washington,US,3331,222,0,0
04-06-2020,King George,Virginia,US,10,0,0,0
04-06-2020,King William,Virginia,US,2,0,0,0
04-06-2020,King and Queen,Virginia,US,1,0,0,0
04-06-2020,Kingfisher,Oklahoma,US,3,0,0,0
04-06-2020,Kings,California,US,5,0,0,0
04-06-2020,Kingsbury,South Dakota,US,0,0,0,0
04-06-2020,Kiowa,Oklahoma,US,1,0,0,0
04-06-2020,Kit Carson,Colorado,US,5,0,0,0
04-06-2020,Kitsap,Washington,US,104,0,0,0
04-06-2020,Kittitas,Washington,US,12,0,0,0
04-06-2020,Klamath,Oregon,US,15,0,0,0
04-06-2020,Kleberg,Texas,US,2,0,0,0
04-06-2020,Klickitat,Washington,US,11,1,0,0
04-06-2020,Knox,Illinois,US,1,0,0,0
04-06-2020,Knox,Indiana,US,8,0,0,0
04-06-2020,Knox,Maine,US,9,0,0,0
04-06-2020,Knox,Nebraska,US,2,0,0,0
04-06-2020,Knox,Ohio,US,7,1,0,0
04-06-2020,Knox,Tennessee,US,119,3,0,0
04-06-2020,Koochiching,Minnesota,US,1,0,0,0
04-06-2020,Kootenai,Idaho,US,42,0,0,0
04-06-2020,Kosciusko,Indiana,US,14,0,0,0
04-06-2020,Kossuth,Iowa,US,1,0,0,0
04-06-2020,La Crosse,Wisconsin,US,22,0,0,0
04-06-2020,La Paz,Arizona,US,3,0,0,0
04-06-2020,La Plata,Colorado,US,32,0,0,0
04-06-2020,LaGrange,Indiana,US,6,0,0,0
04-06-2020,LaPorte,Indiana,US,21,2,0,0
04-06-2020,LaSalle,Illinois,US,11,1,0,0
04-06-2020,LaSalle,Louisiana,US,6,0,0,0
04-06-2020,Labette,Kansas,US,5,0,0,0
04-06-2020,Lac qui Parle,Minnesota,US,1,0,0,0
04-06-2020,Lackawanna,Pennsylvania,US,190,7,0,0
04-06-2020,Lafayette,Arkansas,US,1,0,0,0
04-06-2020,Lafayette,Louisiana,US,260,6,0,0
04-06-2020,Lafayette,Mississippi,US,22,1,0,0
04-06-2020,Lafayette,Missouri,US,28,1,0,0
04-06-2020,Lafourche,Louisiana,US,305,7,0,0
04-06-2020,Lake,California,US,1,0,0,0
04-06-2020,Lake,Colorado,US,3,0,0,0
04-06-2020,Lake,Florida,US,104,2,0,0
04-06-2020,Lake,Illinois,US,815,15,0,0
04-06-2020,Lake,Indiana,US,369,8,0,0
04-06-2020,Lake,Montana,US,4,0,0,0
04-06-2020,Lake,Ohio,US,87,3,0,0
04-06-2020,Lake,South Dakota,US,1,0,0,0
04-06-2020,Lake,Tennessee,US,0,0,0,0
04-06-2020,Lamar,Alabama,US,5,0,0,0
04-06-2020,Lamar,Georgia,US,14,0,0,0
04-06-2020,Lamar,Mississippi,US,15,0,0,0
04-06-2020,Lamar,Texas,US,6,0,0,0
04-06-2020,Lamb,Texas,US,1,0,0,0
04-06-2020,Lamoille,Vermont,US,18,0,0,0
04-06-2020,Lampasas,Texas,US,2,0,0,0
04-06-2020,Lancaster,Nebraska,US,32,0,0,0
04-06-2020,Lancaster,Pennsylvania,US,408,11,0,0
04-06-2020,Lancaster,South Carolina,US,43,0,0,0
04-06-2020,Lancaster,Virginia,US,1,0,0,0
04-06-2020,Lane,Oregon,US,27,1,0,0
04-06-2020,Lanier,Georgia,US,4,0,0,0
04-06-2020,Lapeer,Michigan,US,49,0,0,0
04-06-2020,Laramie,Wyoming,US,44,0,0,0
04-06-2020,Larimer,Colorado,US,158,8,0,0
04-06-2020,Larue,Kentucky,US,3,0,0,0
04-06-2020,Las Animas,Colorado,US,1,0,0,0
04-06-2020,Latah,Idaho,US,1,0,0,0
04-06-2020,Latimer,Oklahoma,US,4,1,0,0
04-06-2020,Lauderdale,Alabama,US,16,2,0,0
04-06-2020,Lauderdale,Mississippi,US,70,2,0,0
04-06-2020,Lauderdale,Tennessee,US,5,0,0,0
04-06-2020,Laurel,Kentucky,US,2,0,0,0
04-06-2020,Laurens,Georgia,US,16,0,0,0
04-06-2020,Laurens,South Carolina,US,6,0,0,0
04-06-2020,Lavaca,Texas,US,2,0,0,0
04-06-2020,Lawrence,Alabama,US,8,0,0,0
04-06-2020,Lawrence,Arkansas,US,1,0,0,0
04-06-2020,Lawrence,Indiana,US,39,5,0,0
04-06-2020,Lawrence,Kentucky,US,1,0,0,0
04-06-2020,Lawrence,Mississippi,US,5,0,0,0
04-06-2020,Lawrence,Ohio,US,10,0,0,0
04-06-2020,Lawrence,Pennsylvania,US,24,2,0,0
04-06-2020,Lawrence,South Dakota,US,9,0,0,0
04-06-2020,Lawrence,Tennessee,US,4,0,0,0
04-06-2020,Le Flore,Oklahoma,US,1,0,0,0
04-06-2020,Le Sueur,Minnesota,US,20,0,0,0
04-06-2020,Lea,New Mexico,US,2,0,0,0
04-06-2020,Leake,Mississippi,US,11,0,0,0
04-06-2020,Leavenworth,Kansas,US,40,0,0,0
04-06-2020,Lebanon,Pennsylvania,US,124,0,0,0
04-06-2020,Lee,Alabama,US,113,3,0,0
04-06-2020,Lee,Arkansas,US,1,0,0,0
04-06-2020,Lee,Florida,US,397,12,0,0
04-06-2020,Lee,Georgia,US,147,9,0,0
04-06-2020,Lee,Illinois,US,2,0,0,0
04-06-2020,Lee,Iowa,US,1,0,0,0
04-06-2020,Lee,Mississippi,US,30,2,0,0
04-06-2020,Lee,North Carolina,US,3,0,0,0
04-06-2020,Lee,South Carolina,US,18,2,0,0
04-06-2020,Lee,Texas,US,2,0,0,0
04-06-2020,Lee,Virginia,US,2,0,0,0
04-06-2020,Leelanau,Michigan,US,2,0,0,0
04-06-2020,Leflore,Mississippi,US,23,4,0,0
04-06-2020,Lehigh,Pennsylvania,US,1006,8,0,0
04-06-2020,Lenawee,Michigan,US,32,0,0,0
04-06-2020,Lenoir,North Carolina,US,8,0,0,0
04-06-2020,Leon,Florida,US,59,0,0,0
04-06-2020,Leon,Texas,US,2,0,0,0
04-06-2020,Levy,Florida,US,4,0,0,0
04-06-2020,Lewis,Idaho,US,1,0,0,0
04-06-2020,Lewis,Kentucky,US,2,0,0,0
04-06-2020,Lewis,New York,US,6,0,0,0
04-06-2020,Lewis,Tennessee,US,2,0,0,0
04-06-2020,Lewis,Washington,US,16,0,0,0
04-06-2020,Lewis,West Virginia,US,1,0,0,0
04-06-2020,Lewis and Clark,Montana,US,14,0,0,0
04-06-2020,Lexington,South Carolina,US,124,3,0,0
04-06-2020,Lexington,Virginia,US,3,0,0,0
04-06-2020,Liberty,Georgia,US,13,0,0,0
04-06-2020,Liberty,Montana,US,1,0,0,0
04-06-2020,Liberty,Texas,US,6,0,0,0
04-06-2020,Licking,Ohio,US,57,2,0,0
04-06-2020,Limestone,Alabama,US,33,0,0,0
04-06-2020,Limestone,Texas,US,3,1,0,0
04-06-2020,Lincoln,Arkansas,US,7,0,0,0
04-06-2020,Lincoln,Colorado,US,1,0,0,0
04-06-2020,Lincoln,Georgia,US,5,0,0,0
04-06-2020,Lincoln,Idaho,US,9,0,0,0
04-06-2020,Lincoln,Louisiana,US,19,0,0,0
04-06-2020,Lincoln,Maine,US,9,0,0,0
04-06-2020,Lincoln,Minnesota,US,2,0,0,0
04-06-2020,Lincoln,Mississippi,US,18,0,0,0
04-06-2020,Lincoln,Missouri,US,18,0,0,0
04-06-2020,Lincoln,Montana,US,7,1,0,0
04-06-2020,Lincoln,Nebraska,US,16,1,0,0
04-06-2020,Lincoln,New Mexico,US,1,0,0,0
04-06-2020,Lincoln,North Carolina,US,9,0,0,0
